dataset,alpha,group,point,lower,upper,true_mean,penalized_mean,covers_true_mean,covers_penalized_mean
20,0.3,0,0.3133512290795869,0.1841129965349251,0.4334415886037003,0.2,0.4181818181818182,true,true
20,0.3,1,0.7080689097554083,0.583438972397659,0.8476119040240603,1.0,0.7818181818181817,false,true
21,0.0,0,0.20504244307072195,0.07735810516681947,0.36206620419894614,0.2,0.2,true,true
21,0.0,1,1.2570557657938335,1.1031367328395232,1.4113528600235659,1.0,1.0,false,false
21,0.01,0,0.2246200172048204,0.09877511103243691,0.378760553961437,0.2,0.2153846153846154,true,true
21,0.01,1,1.2361280141332456,1.0856385002557225,1.3876805295751304,1.0,0.9846153846153847,false,false
21,0.3,0,0.48253155598707564,0.3771592608038213,0.6012473937033442,0.2,0.4181818181818182,false,true
21,0.3,1,0.9604294726763518,0.8514804381703426,1.0836671297052525,1.0,0.7818181818181817,true,false
22,0.0,0,0.30508231520563284,0.15317401895093435,0.47158009726081745,0.2,0.2,true,true
22,0.0,1,0.9202669747582266,0.7772741186232845,1.061891922394827,1.0,1.0,true,true
22,0.01,0,0.3163843673210909,0.16751328177531133,0.48095319574425277,0.2,0.2153846153846154,true,true
22,0.01,1,0.9078584280300663,0.7671540924211476,1.0477380143471218,1.0,0.9846153846153847,true,true
22,0.3,0,0.4651888159526729,0.35485621846574916,0.5977012318511605,0.2,0.4181818181818182,false,true
22,0.3,1,0.7444857117002874,0.6239318987506404,0.8745374649458995,1.0,0.7818181818181817,false,true
23,0.0,0,0.3451721395162421,0.18368041550099276,0.5055473816840319,0.2,0.2,true,true
23,0.0,1,1.085789235243559,0.934249925008991,1.2342204959881704,1.0,1.0,true,true
23,0.01,0,0.3598045847020965,0.2007077862467001,0.5163806869630345,0.2,0.2153846153846154,false,true
23,0.01,1,1.0719169170803464,0.9212528282811244,1.2158016002982877,1.0,0.9846153846153847,true,true
23,0.3,0,0.5526119775806791,0.42358066951958884,0.6867528612869422,0.2,0.4181818181818182,false,false
23,0.3,1,0.8891254926629886,0.7611405771072819,1.018958567233922,1.0,0.7818181818181817,true,true
24,0.0,0,0.03381818820313881,-0.11930453105954161,0.1738615494185173,0.2,0.2,false,false
24,0.0,1,0.8300353443819328,0.6860792898588606,0.9613531276982159,1.0,1.0,false,false
24,0.01,0,0.049767068064963726,-0.10274589801712472,0.18772690141738488,0.2,0.2153846153846154,false,false
24,0.01,1,0.815313301432556,0.6713632708543782,0.9427005566343367,1.0,0.9846153846153847,false,false
24,0.3,0,0.259818691048648,0.12936773628107448,0.3684682167478708,0.2,0.4181818181818182,true,false
24,0.3,1,0.6214194956014627,0.4817804994683282,0.7084393203557848,1.0,0.7818181818181817,false,false
25,0.0,0,0.11654110594922396,-0.10350743888235683,0.27630205085020637,0.2,0.2,true,true
25,0.0,1,1.0229987975514403,0.9018606225024978,1.1728546553249053,1.0,1.0,true,true
25,0.01,0,0.13495304226305027,-0.08200523492436432,0.28839176966074065,0.2,0.2153846153846154,true,true
25,0.01,1,1.0064513611174952,0.8885990025037122,1.1534731821873583,1.0,0.9846153846153847,true,true
25,0.3,0,0.37727879456851987,0.2148786092370684,0.48944323564405895,0.2,0.4181818181818182,false,true
25,0.3,1,0.7886649255011869,0.671916259946372,0.9056634345289305,1.0,0.7818181818181817,false,true
26,0.0,0,0.16229285100655721,0.010842348872192008,0.2707015483612795,0.2,0.2,true,true
26,0.0,1,1.0423616455819316,0.9083591644623612,1.1896451599177105,1.0,1.0,true,true
26,0.01,0,0.17968045719428472,0.029988282886100878,0.28438463098113237,0.2,0.2153846153846154,true,true
26,0.01,1,1.0258772916636965,0.8927994566052608,1.1710019418881172,1.0,0.9846153846153847,true,true
26,0.3,0,0.4087917899123587,0.29095754317044825,0.4857985695625506,0.2,0.4181818181818182,false,true
26,0.3,1,0.8086678463595482,0.6837096108706595,0.922841611483641,1.0,0.7818181818181817,false,true
27,0.0,0,0.2168625238002576,0.07227981823583546,0.3661702176371123,0.2,0.2,true,true
27,0.0,1,0.9358488693425273,0.7835587277883213,1.0809025354973454,1.0,1.0,true,true
27,0.01,0,0.23041786467427494,0.08826345054007234,0.37847512289345425,0.2,0.2153846153846154,true,true
27,0.01,1,0.9217402492491623,0.769808754769776,1.0646726780992657,1.0,0.9846153846153847,true,true
27,0.3,0,0.40906291077009505,0.29473408565872994,0.5355552843184317,0.2,0.4181818181818182,false,true
27,0.3,1,0.7358035686188189,0.6183435121906955,0.855949506418583,1.0,0.7818181818181817,false,true
28,0.0,0,0.23127103659528236,0.06110574608021718,0.41247752943333205,0.2,0.2,true,true
28,0.0,1,0.984987353495565,0.8398416790112041,1.1627990227723723,1.0,1.0,true,true
28,0.01,0,0.24586283502922507,0.08091842383007619,0.42392338932842255,0.2,0.2153846153846154,true,true
28,0.01,1,0.970588823915052,0.8271222396828172,1.1447518781242416,1.0,0.9846153846153847,true,true
